STATIONS_ID;MESS_DATUM;QN_3;F;D;eor
        183;2022050213;   10;   6.8; 280;eor
        183;2022050214;   10;   7.4; 280;eor
        183;2022050215;   10;   7.2; 280;eor
        183;2022050216;   10;   7.5; 270;eor
        183;2022050217;   10;   6.5; 270;eor
        183;2022050218;   10;   5.8; 260;eor
        183;2022050219;   10;   6.1; 250;eor
        183;2022050220;   10;   6.9; 260;eor
        183;2022050221;   10;   7.2; 260;eor
        183;2022050222;   10;   7.6; 260;eor
        183;2022050223;   10;   8.2; 270;eor
        183;2022050300;   10;   7.8; 270;eor
        183;2022050301;   10;   7.6; 280;eor
        183;2022050302;   10;   6.8; 280;eor
        183;2022050303;   10;   5.9; 260;eor
        183;2022050304;   10;   5.8; 260;eor
        183;2022050305;   10;   6.2; 270;eor
        183;2022050306;   10;   6.1; 260;eor
        183;2022050307;   10;   6.0; 270;eor
        183;2022050308;   10;   7.1; 270;eor
        183;2022050309;   10;   5.2; 290;eor
        183;2022050310;   10;   2.8; 330;eor
        183;2022050311;   10;   3.4; 310;eor
        183;2022050312;   10;   3.7; 310;eor
        183;2022050313;   10;   4.5; 290;eor
        183;2022050314;   10;   4.7; 290;eor
        183;2022050315;   10;   4.9; 300;eor
        183;2022050316;   10;   4.7; 290;eor
        183;2022050317;   10;   4.0; 290;eor
        183;2022050318;   10;   3.0; 290;eor
        183;2022050319;   10;   2.1; 290;eor
        183;2022050320;   10;   1.6; 290;eor
        183;2022050321;   10;   1.0; 300;eor
        183;2022050322;   10;   1.5; 130;eor
        183;2022050323;   10;   2.9; 170;eor
        183;2022050400;   10;   2.6; 180;eor
        183;2022050401;   10;   2.4; 170;eor
        183;2022050402;   10;   1.9; 180;eor
        183;2022050403;   10;   1.5; 120;eor
        183;2022050404;   10;   2.6; 130;eor
        183;2022050405;   10;   2.8; 140;eor
        183;2022050406;   10;   3.0; 140;eor
        183;2022050407;   10;   3.7; 120;eor
        183;2022050408;   10;   2.6;  90;eor
        183;2022050409;   10;   1.3;  30;eor
        183;2022050410;   10;   1.4;  70;eor
        183;2022050411;   10;   2.3;  90;eor
        183;2022050412;   10;   2.4;  90;eor
        183;2022050413;   10;   3.3;  90;eor
        183;2022050414;   10;   4.3;  80;eor
        183;2022050415;   10;   4.4;  80;eor
        183;2022050416;   10;   4.0;  70;eor
        183;2022050417;   10;   2.6;  70;eor
        183;2022050418;   10;   1.7;  60;eor
        183;2022050419;   10;   1.9; 330;eor
        183;2022050420;   10;   3.2; 310;eor
        183;2022050421;   10;   3.2; 310;eor
        183;2022050422;   10;   3.2; 290;eor
        183;2022050423;   10;   4.3; 260;eor
        183;2022050500;   10;   4.4; 260;eor
        183;2022050501;   10;   4.9; 270;eor
        183;2022050502;   10;   5.6; 270;eor
        183;2022050503;   10;   5.8; 270;eor
        183;2022050504;   10;   4.9; 260;eor
        183;2022050505;   10;   4.5; 280;eor
        183;2022050506;   10;   3.6; 280;eor
        183;2022050507;   10;   4.3; 280;eor
        183;2022050508;   10;   5.2; 280;eor
        183;2022050509;   10;   5.0; 290;eor
        183;2022050510;   10;   4.8; 300;eor
        183;2022050511;   10;   4.3; 310;eor
        183;2022050512;   10;   4.4; 300;eor
        183;2022050513;   10;   4.5; 290;eor
        183;2022050514;   10;   5.6; 280;eor
        183;2022050515;   10;   6.1; 280;eor
        183;2022050516;   10;   7.0; 270;eor
        183;2022050517;   10;   6.7; 260;eor
        183;2022050518;   10;   5.8; 260;eor
        183;2022050519;   10;   5.9; 260;eor
        183;2022050520;   10;   6.2; 260;eor
        183;2022050521;   10;   5.9; 270;eor
        183;2022050522;   10;   5.8; 280;eor
        183;2022050523;   10;   5.4; 290;eor
        183;2022050600;   10;   5.2; 280;eor
        183;2022050601;   10;   6.5; 270;eor
        183;2022050602;   10;   6.7; 270;eor
        183;2022050603;   10;   6.0; 280;eor
        183;2022050604;   10;   5.0; 280;eor
        183;2022050605;   10;   4.3; 290;eor
        183;2022050606;   10;   4.8; 300;eor
        183;2022050607;   10;   5.0; 290;eor
        183;2022050608;   10;   5.0; 290;eor
        183;2022050609;   10;   5.8; 280;eor
        183;2022050610;   10;   6.5; 280;eor
        183;2022050611;   10;   6.1; 270;eor
        183;2022050612;   10;   5.9; 270;eor
        183;2022050613;   10;   4.8; 260;eor
        183;2022050614;   10;   4.4; 260;eor
        183;2022050615;   10;   4.4; 280;eor
        183;2022050616;   10;   6.0; 260;eor
        183;2022050617;   10;   6.5; 260;eor
        183;2022050618;   10;   4.6; 250;eor
        183;2022050619;   10;   4.1; 250;eor
        183;2022050620;   10;   4.6; 250;eor
        183;2022050621;   10;   4.7; 230;eor
        183;2022050622;   10;   4.9; 220;eor
        183;2022050623;   10;   5.4; 220;eor
        183;2022050700;   10;   5.2; 220;eor
        183;2022050701;   10;   5.7; 230;eor
        183;2022050702;   10;   5.7; 250;eor
        183;2022050703;   10;   5.9; 260;eor
        183;2022050704;   10;   6.3; 250;eor
        183;2022050705;   10;   6.2; 260;eor
        183;2022050706;   10;   6.5; 260;eor
        183;2022050707;   10;   7.3; 260;eor
        183;2022050708;   10;   8.0; 270;eor
        183;2022050709;   10;   7.6; 270;eor
        183;2022050710;   10;   7.8; 270;eor
        183;2022050711;   10;   8.3; 280;eor
        183;2022050712;   10;   8.7; 280;eor
        183;2022050713;   10;   8.7; 270;eor
        183;2022050714;   10;   9.2; 270;eor
        183;2022050715;   10;   8.6; 270;eor
        183;2022050716;   10;   7.8; 260;eor
        183;2022050717;   10;   6.8; 260;eor
        183;2022050718;   10;   5.5; 260;eor
        183;2022050719;   10;   6.0; 260;eor
        183;2022050720;   10;   4.9; 290;eor
        183;2022050721;   10;   3.3; 310;eor
        183;2022050722;   10;   4.1; 310;eor
        183;2022050723;   10;   3.8; 310;eor
        183;2022050800;   10;   3.6; 300;eor
        183;2022050801;   10;   4.5; 310;eor
        183;2022050802;   10;   4.2; 300;eor
        183;2022050803;   10;   4.8; 310;eor
        183;2022050804;   10;   5.3; 310;eor
        183;2022050805;   10;   4.2; 300;eor
        183;2022050806;   10;   3.8; 300;eor
        183;2022050807;   10;   4.4; 300;eor
        183;2022050808;   10;   4.4; 300;eor
        183;2022050809;   10;   4.2; 290;eor
        183;2022050810;   10;   4.6; 290;eor
        183;2022050811;   10;   4.5; 300;eor
        183;2022050812;   10;   3.9; 300;eor
        183;2022050813;   10;   4.1; 290;eor
        183;2022050814;   10;   3.2; 290;eor
        183;2022050815;   10;   2.6; 300;eor
        183;2022050816;   10;   2.3; 300;eor
        183;2022050817;   10;   2.1; 300;eor
        183;2022050818;   10;   1.2; 300;eor
        183;2022050819;   10;   1.1;  60;eor
        183;2022050820;   10;   1.7;  70;eor
        183;2022050821;   10;   2.5; 100;eor
        183;2022050822;   10;   2.7; 100;eor
        183;2022050823;   10;   3.1; 100;eor
        183;2022050900;   10;   4.0; 110;eor
        183;2022050901;   10;   4.9; 110;eor
        183;2022050902;   10;   5.6; 110;eor
        183;2022050903;   10;   7.5; 120;eor
        183;2022050904;   10;   7.8; 120;eor
        183;2022050905;   10;   6.6; 130;eor
        183;2022050906;   10;   7.2; 130;eor
        183;2022050907;   10;   7.4; 120;eor
        183;2022050908;   10;   5.7; 110;eor
        183;2022050909;   10;   4.0; 100;eor
        183;2022050910;   10;   2.9;  90;eor
        183;2022050911;   10;   2.6;  80;eor
        183;2022050912;   10;   2.2;  70;eor
        183;2022050913;   10;   2.0;  80;eor
        183;2022050914;   10;   2.1;  80;eor
        183;2022050915;   10;   2.3;  90;eor
        183;2022050916;   10;   2.6;  80;eor
        183;2022050917;   10;   2.7;  80;eor
        183;2022050918;   10;   2.8;  80;eor
        183;2022050919;   10;   3.0;  90;eor
        183;2022050920;   10;   4.0;  90;eor
        183;2022050921;   10;   5.6; 110;eor
        183;2022050922;   10;   7.5; 130;eor
        183;2022050923;   10;   5.3; 140;eor
        183;2022051000;   10;   3.5; 170;eor
        183;2022051001;   10;   4.8; 190;eor
        183;2022051002;   10;   6.2; 190;eor
        183;2022051003;   10;   6.8; 190;eor
        183;2022051004;   10;   7.9; 190;eor
        183;2022051005;   10;   8.2; 190;eor
        183;2022051006;   10;   8.1; 190;eor
        183;2022051007;   10;   8.0; 190;eor
        183;2022051008;   10;   7.3; 190;eor
        183;2022051009;   10;   7.6; 190;eor
        183;2022051010;   10;   7.4; 190;eor
        183;2022051011;   10;   6.5; 180;eor
        183;2022051012;   10;   7.3; 180;eor
        183;2022051013;   10;   7.2; 180;eor
        183;2022051014;   10;   7.1; 190;eor
        183;2022051015;   10;   5.8; 240;eor
        183;2022051016;   10;   4.4; 280;eor
        183;2022051017;   10;   2.5; 250;eor
        183;2022051018;   10;   4.5; 230;eor
        183;2022051019;   10;   6.0; 220;eor
        183;2022051020;   10;   5.4; 260;eor
        183;2022051021;   10;   7.9; 270;eor
        183;2022051022;   10;   6.6; 240;eor
        183;2022051023;   10;   6.5; 240;eor
        183;2022051100;   10;   6.4; 250;eor
        183;2022051101;   10;   6.3; 250;eor
        183;2022051102;   10;   6.8; 260;eor
        183;2022051103;   10;   5.5; 260;eor
        183;2022051104;   10;   5.5; 260;eor
        183;2022051105;   10;   4.7; 250;eor
        183;2022051106;   10;   4.4; 250;eor
        183;2022051107;   10;   3.0; 230;eor
        183;2022051108;   10;   3.6; 200;eor
        183;2022051109;   10;   3.0; 160;eor
        183;2022051110;   10;   3.8; 190;eor
        183;2022051111;   10;   7.1; 220;eor
        183;2022051112;   10;  -999; 220;eor
        183;2022051116;   10;   7.3; 260;eor
        183;2022051117;   10;   6.1; 270;eor
        183;2022051118;   10;   5.8; 280;eor
        183;2022051119;   10;   4.4; 300;eor
        183;2022051120;   10;   4.4; 340;eor
        183;2022051121;   10;   3.7; 340;eor
        183;2022051122;   10;   4.0; 320;eor
        183;2022051123;   10;   5.0; 270;eor
        183;2022051200;   10;   4.9; 250;eor
        183;2022051201;   10;   4.6; 250;eor
        183;2022051202;   10;   4.6; 260;eor
        183;2022051203;   10;   5.0; 230;eor
        183;2022051204;   10;   5.9; 260;eor
        183;2022051205;   10;   5.3; 290;eor
        183;2022051206;   10;   6.5; 300;eor
        183;2022051207;   10;   9.4; 290;eor
        183;2022051208;   10;  10.8; 280;eor
        183;2022051209;   10;  12.4; 270;eor
        183;2022051210;   10;  12.9; 270;eor
        183;2022051211;   10;  13.0; 260;eor
        183;2022051212;   10;  12.9; 260;eor
        183;2022051213;   10;  13.6; 260;eor
        183;2022051214;   10;  12.1; 260;eor
        183;2022051215;   10;  11.5; 260;eor
        183;2022051216;   10;  11.9; 260;eor
        183;2022051217;   10;  10.6; 260;eor
        183;2022051218;   10;   9.8; 260;eor
        183;2022051219;   10;  10.4; 270;eor
        183;2022051220;   10;   8.0; 260;eor
        183;2022051221;   10;   7.7; 260;eor
        183;2022051222;   10;   7.8; 260;eor
        183;2022051223;   10;   7.1; 260;eor
        183;2022051300;   10;   6.9; 260;eor
        183;2022051301;   10;   6.6; 260;eor
        183;2022051302;   10;   6.9; 260;eor
        183;2022051303;   10;   6.8; 250;eor
        183;2022051304;   10;   6.7; 260;eor
        183;2022051305;   10;   6.4; 260;eor
        183;2022051306;   10;   6.9; 250;eor
        183;2022051307;   10;   7.7; 250;eor
        183;2022051308;   10;   6.4; 250;eor
        183;2022051309;   10;   5.5; 240;eor
        183;2022051310;   10;   4.2; 240;eor
        183;2022051311;   10;   7.7; 240;eor
        183;2022051312;   10;  10.5; 260;eor
        183;2022051313;   10;  10.9; 260;eor
        183;2022051314;   10;  12.6; 260;eor
        183;2022051315;   10;  11.1; 260;eor
        183;2022051316;   10;  10.8; 260;eor
        183;2022051317;   10;  12.0; 260;eor
        183;2022051318;   10;  11.8; 260;eor
        183;2022051319;   10;  11.4; 260;eor
        183;2022051320;   10;  10.5; 270;eor
        183;2022051321;   10;   9.5; 260;eor
        183;2022051322;   10;  11.2; 260;eor
        183;2022051323;   10;  11.2; 260;eor
        183;2022051400;   10;  10.2; 260;eor
        183;2022051401;   10;  10.2; 250;eor
        183;2022051402;   10;  10.2; 250;eor
        183;2022051403;   10;  11.4; 260;eor
        183;2022051404;   10;  11.3; 260;eor
        183;2022051405;   10;  11.5; 260;eor
        183;2022051406;   10;  11.7; 270;eor
        183;2022051407;   10;  11.9; 260;eor
        183;2022051408;   10;  12.0; 260;eor
        183;2022051409;   10;  11.3; 260;eor
        183;2022051410;   10;  11.7; 260;eor
        183;2022051411;   10;  12.6; 260;eor
        183;2022051412;   10;  13.0; 270;eor
        183;2022051413;   10;  13.6; 270;eor
        183;2022051414;   10;  13.3; 270;eor
        183;2022051415;   10;  11.0; 280;eor
        183;2022051416;   10;  10.1; 280;eor
        183;2022051417;   10;   8.0; 290;eor
        183;2022051418;   10;   7.5; 290;eor
        183;2022051419;   10;   6.7; 290;eor
        183;2022051420;   10;   6.2; 290;eor
        183;2022051421;   10;   6.4; 310;eor
        183;2022051422;   10;   5.6; 310;eor
        183;2022051423;   10;   5.0; 300;eor
        183;2022051500;   10;   5.0; 300;eor
        183;2022051501;   10;   4.6; 290;eor
        183;2022051502;   10;   5.6; 300;eor
        183;2022051503;   10;   5.7; 290;eor
        183;2022051504;   10;   5.6; 280;eor
        183;2022051505;   10;   5.3; 290;eor
        183;2022051506;   10;   5.7; 290;eor
        183;2022051507;   10;   6.4; 280;eor
        183;2022051508;   10;   7.2; 280;eor
        183;2022051509;   10;   7.0; 280;eor
        183;2022051510;   10;   6.8; 280;eor
        183;2022051511;   10;   7.0; 280;eor
        183;2022051512;   10;   6.5; 280;eor
        183;2022051513;   10;   6.7; 280;eor
        183;2022051514;   10;   6.6; 280;eor
        183;2022051515;   10;   6.0; 280;eor
        183;2022051516;   10;   5.4; 280;eor
        183;2022051517;   10;   3.6; 290;eor
        183;2022051518;   10;   2.8; 290;eor
        183;2022051519;   10;   3.4; 280;eor
        183;2022051520;   10;   3.7; 280;eor
        183;2022051521;   10;   3.5; 280;eor
        183;2022051522;   10;   3.9; 270;eor
        183;2022051523;   10;   3.4; 300;eor
        183;2022051600;   10;   2.9; 310;eor
        183;2022051601;   10;   3.1; 310;eor
        183;2022051602;   10;   3.0; 320;eor
        183;2022051603;   10;   2.9; 330;eor
        183;2022051604;   10;   3.1; 330;eor
        183;2022051605;   10;   1.9; 340;eor
        183;2022051606;   10;   1.7; 360;eor
        183;2022051607;   10;   1.9; 320;eor
        183;2022051608;   10;   2.1; 350;eor
        183;2022051609;   10;   2.6;  60;eor
        183;2022051610;   10;   2.3;  80;eor
        183;2022051611;   10;   2.2;  80;eor
        183;2022051612;   10;   1.4;  90;eor
        183;2022051613;   10;   1.6; 100;eor
        183;2022051614;   10;   2.7; 100;eor
        183;2022051615;   10;   2.8;  80;eor
        183;2022051616;   10;   5.2;  60;eor
        183;2022051617;   10;   4.7;  70;eor
        183;2022051618;   10;   3.6;  80;eor
        183;2022051619;   10;   3.9; 130;eor
        183;2022051620;   10;   4.1; 110;eor
        183;2022051621;   10;   3.4;  90;eor
        183;2022051622;   10;   3.5;  90;eor
        183;2022051623;   10;   4.1;  90;eor
        183;2022051700;   10;   4.4;  90;eor
        183;2022051701;   10;   5.7;  90;eor
        183;2022051702;   10;   5.2;  90;eor
        183;2022051703;   10;   4.3;  90;eor
        183;2022051704;   10;   3.8;  90;eor
        183;2022051705;   10;   3.5;  90;eor
        183;2022051706;   10;   2.8;  90;eor
        183;2022051707;   10;   2.8;  90;eor
        183;2022051708;   10;   2.7;  80;eor
        183;2022051709;   10;   2.7;  90;eor
        183;2022051710;   10;   2.7;  90;eor
        183;2022051711;   10;   3.8;  90;eor
        183;2022051712;   10;   4.2;  90;eor
        183;2022051713;   10;   5.7;  90;eor
        183;2022051714;   10;   5.9;  90;eor
        183;2022051715;   10;   6.4;  90;eor
        183;2022051716;   10;   6.0;  90;eor
        183;2022051717;   10;   4.6;  90;eor
        183;2022051718;   10;   3.8;  90;eor
        183;2022051719;   10;   4.8;  90;eor
        183;2022051720;   10;   3.5;  80;eor
        183;2022051721;   10;   3.4;  80;eor
        183;2022051722;   10;   3.7;  80;eor
        183;2022051723;   10;   3.8;  80;eor
        183;2022051800;   10;   4.4;  90;eor
        183;2022051801;   10;   5.4; 100;eor
        183;2022051802;   10;   5.2; 100;eor
        183;2022051803;   10;   7.1; 110;eor
        183;2022051804;   10;   7.2; 130;eor
        183;2022051805;   10;   7.2; 150;eor
        183;2022051806;   10;   7.6; 150;eor
        183;2022051807;   10;   6.9; 150;eor
        183;2022051808;   10;   6.3; 140;eor
        183;2022051809;   10;   8.7; 110;eor
        183;2022051810;   10;   7.6; 110;eor
        183;2022051811;   10;  10.1; 120;eor
        183;2022051812;   10;   7.3; 120;eor
        183;2022051813;   10;   5.4; 110;eor
        183;2022051814;   10;   3.8; 110;eor
        183;2022051815;   10;   6.7; 110;eor
        183;2022051816;   10;   5.7; 110;eor
        183;2022051817;   10;   6.3; 120;eor
        183;2022051818;   10;   5.9; 130;eor
        183;2022051819;   10;   5.6; 150;eor
        183;2022051820;   10;   4.9; 170;eor
        183;2022051821;   10;   5.3; 170;eor
        183;2022051822;   10;   6.8; 190;eor
        183;2022051823;   10;   7.6; 190;eor
        183;2022051900;   10;   8.4; 200;eor
        183;2022051901;   10;   8.4; 190;eor
        183;2022051902;   10;   8.3; 190;eor
        183;2022051903;   10;   8.0; 190;eor
        183;2022051904;   10;   7.9; 200;eor
        183;2022051905;   10;   8.4; 190;eor
        183;2022051906;   10;   8.1; 190;eor
        183;2022051907;   10;   6.7; 200;eor
        183;2022051908;   10;   6.6; 210;eor
        183;2022051909;   10;   5.5; 200;eor
        183;2022051910;   10;   4.8; 200;eor
        183;2022051911;   10;   5.2; 190;eor
        183;2022051912;   10;   4.3; 190;eor
        183;2022051913;   10;   5.3; 210;eor
        183;2022051914;   10;   3.8; 210;eor
        183;2022051915;   10;   3.7; 220;eor
        183;2022051916;   10;   4.1; 310;eor
        183;2022051917;   10;   4.0; 360;eor
        183;2022051918;   10;   2.9;  60;eor
        183;2022051919;   10;   1.8; 120;eor
        183;2022051920;   10;   4.1; 190;eor
        183;2022051921;   10;  10.0; 270;eor
        183;2022051922;   10;   5.6; 310;eor
        183;2022051923;   10;   5.7; 250;eor
        183;2022052000;   10;   8.1; 250;eor
        183;2022052001;   10;  10.3; 260;eor
        183;2022052002;   10;   9.2; 260;eor
        183;2022052003;   10;   9.1; 270;eor
        183;2022052004;   10;   7.8; 270;eor
        183;2022052005;   10;   9.8; 270;eor
        183;2022052006;   10;   7.9; 270;eor
        183;2022052007;   10;   8.4; 260;eor
        183;2022052008;   10;   8.9; 260;eor
        183;2022052009;   10;  10.2; 260;eor
        183;2022052010;   10;   9.6; 260;eor
        183;2022052011;   10;   9.6; 260;eor
        183;2022052012;   10;   8.6; 270;eor
        183;2022052013;   10;   6.7; 280;eor
        183;2022052014;   10;   4.0; 280;eor
        183;2022052015;   10;   2.6; 290;eor
        183;2022052016;   10;   2.5; 280;eor
        183;2022052017;   10;   2.8; 260;eor
        183;2022052018;   10;   2.5; 280;eor
        183;2022052019;   10;   1.8; 300;eor
        183;2022052020;   10;   1.9;  70;eor
        183;2022052021;   10;   2.7;  80;eor
        183;2022052022;   10;   3.9;  90;eor
        183;2022052023;   10;   3.2;  90;eor
        183;2022052100;   10;   3.0;  90;eor
        183;2022052101;   10;   4.2;  60;eor
        183;2022052102;   10;   6.7; 360;eor
        183;2022052103;   10;  10.2; 320;eor
        183;2022052104;   10;   9.8; 320;eor
        183;2022052105;   10;   9.1; 310;eor
        183;2022052106;   10;  11.3; 280;eor
        183;2022052107;   10;  10.3; 280;eor
        183;2022052108;   10;  10.2; 280;eor
        183;2022052109;   10;   9.7; 270;eor
        183;2022052110;   10;  12.4; 260;eor
        183;2022052111;   10;  11.6; 260;eor
        183;2022052112;   10;  10.6; 260;eor
        183;2022052113;   10;  10.0; 270;eor
        183;2022052114;   10;   9.7; 260;eor
        183;2022052115;   10;   8.9; 270;eor
        183;2022052116;   10;   7.5; 290;eor
        183;2022052117;   10;   6.1; 290;eor
        183;2022052118;   10;   6.7; 280;eor
        183;2022052119;   10;   7.1; 290;eor
        183;2022052120;   10;   6.3; 290;eor
        183;2022052121;   10;   5.8; 280;eor
        183;2022052122;   10;   7.5; 280;eor
        183;2022052123;   10;   5.3; 290;eor
        183;2022052200;   10;   4.9; 280;eor
        183;2022052201;   10;   4.1; 290;eor
        183;2022052202;   10;   3.3; 300;eor
        183;2022052203;   10;   4.5; 290;eor
        183;2022052204;   10;   4.1; 290;eor
        183;2022052205;   10;   5.0; 290;eor
        183;2022052206;   10;   4.4; 300;eor
        183;2022052207;   10;   3.3; 310;eor
        183;2022052208;   10;   3.3; 300;eor
        183;2022052209;   10;   4.5; 290;eor
        183;2022052210;   10;   4.6; 290;eor
        183;2022052211;   10;   3.9; 300;eor
        183;2022052212;   10;   3.5; 300;eor
        183;2022052213;   10;   4.1; 300;eor
        183;2022052214;   10;   6.4; 270;eor
        183;2022052215;   10;   6.1; 270;eor
        183;2022052216;   10;   5.8; 270;eor
        183;2022052217;   10;   5.8; 280;eor
        183;2022052218;   10;   4.3; 270;eor
        183;2022052219;   10;   2.5; 260;eor
        183;2022052220;   10;   2.4; 260;eor
        183;2022052221;   10;   2.3; 250;eor
        183;2022052222;   10;   2.4; 250;eor
        183;2022052223;   10;   3.1; 250;eor
        183;2022052300;   10;   2.1; 230;eor
        183;2022052301;   10;   2.2; 190;eor
        183;2022052302;   10;   3.7; 190;eor
        183;2022052303;   10;   4.2; 210;eor
        183;2022052304;   10;   3.5; 200;eor
        183;2022052305;   10;   2.3; 180;eor
        183;2022052306;   10;   2.9; 180;eor
        183;2022052307;   10;   3.1; 180;eor
        183;2022052308;   10;   3.6; 150;eor
        183;2022052309;   10;   5.0; 140;eor
        183;2022052310;   10;   3.3; 100;eor
        183;2022052311;   10;   2.7;  90;eor
        183;2022052312;   10;   2.3;  80;eor
        183;2022052313;   10;   2.5;  90;eor
        183;2022052314;   10;   2.6;  90;eor
        183;2022052315;   10;   3.1;  80;eor
        183;2022052316;   10;   3.3;  90;eor
        183;2022052317;   10;   3.7;  90;eor
        183;2022052318;   10;   4.5;  90;eor
        183;2022052319;   10;   4.4;  90;eor
        183;2022052320;   10;   4.4;  80;eor
        183;2022052321;   10;   4.1;  80;eor
        183;2022052322;   10;   4.7;  90;eor
        183;2022052323;   10;   7.8; 110;eor
        183;2022052400;   10;   9.0; 110;eor
        183;2022052401;   10;   9.9; 110;eor
        183;2022052402;   10;  11.6; 110;eor
        183;2022052403;   10;  13.9; 120;eor
        183;2022052404;   10;  12.6; 130;eor
        183;2022052405;   10;   9.9; 140;eor
        183;2022052406;   10;  10.9; 160;eor
        183;2022052407;   10;   6.0; 170;eor
        183;2022052408;   10;   7.2; 200;eor
        183;2022052409;   10;   5.8; 210;eor
        183;2022052410;   10;   5.4; 260;eor
        183;2022052411;   10;   7.0; 260;eor
        183;2022052412;   10;   7.3; 260;eor
        183;2022052413;   10;   6.9; 260;eor
        183;2022052414;   10;   5.7; 260;eor
        183;2022052415;   10;   4.3; 260;eor
        183;2022052416;   10;   4.1; 250;eor
        183;2022052417;   10;   6.0; 250;eor
        183;2022052418;   10;   4.8; 250;eor
        183;2022052419;   10;   3.8; 260;eor
        183;2022052420;   10;   4.1; 260;eor
        183;2022052421;   10;   4.6; 240;eor
        183;2022052422;   10;   5.1; 240;eor
        183;2022052423;   10;   5.4; 250;eor
        183;2022052500;   10;   6.3; 250;eor
        183;2022052501;   10;   7.2; 260;eor
        183;2022052502;   10;   6.7; 260;eor
        183;2022052503;   10;   6.3; 250;eor
        183;2022052504;   10;   5.6; 260;eor
        183;2022052505;   10;   4.3; 250;eor
        183;2022052506;   10;   3.9; 250;eor
        183;2022052507;   10;   4.2; 240;eor
        183;2022052508;   10;   5.8; 250;eor
        183;2022052509;   10;   6.4; 250;eor
        183;2022052510;   10;   6.0; 270;eor
        183;2022052511;   10;   5.8; 280;eor
        183;2022052512;   10;   6.9; 260;eor
        183;2022052513;   10;   5.0; 290;eor
        183;2022052514;   10;   4.6; 290;eor
        183;2022052515;   10;   4.7; 280;eor
        183;2022052516;   10;   5.1; 280;eor
        183;2022052517;   10;   3.1; 300;eor
        183;2022052518;   10;   2.2; 160;eor
        183;2022052519;   10;   3.9; 190;eor
        183;2022052520;   10;   6.0; 260;eor
        183;2022052521;   10;   3.3; 210;eor
        183;2022052522;   10;   4.1; 210;eor
        183;2022052523;   10;   5.3; 210;eor
        183;2022052600;   10;   5.7; 210;eor
        183;2022052601;   10;   7.0; 210;eor
        183;2022052602;   10;   7.9; 230;eor
        183;2022052603;   10;   9.0; 240;eor
        183;2022052604;   10;   8.0; 240;eor
        183;2022052605;   10;  11.4; 250;eor
        183;2022052606;   10;  11.6; 260;eor
        183;2022052607;   10;  12.7; 260;eor
        183;2022052608;   10;  13.6; 260;eor
        183;2022052609;   10;  14.6; 270;eor
        183;2022052610;   10;  14.3; 270;eor
        183;2022052611;   10;  14.2; 260;eor
        183;2022052612;   10;  13.8; 260;eor
        183;2022052613;   10;  14.6; 260;eor
        183;2022052614;   10;  15.2; 260;eor
        183;2022052615;   10;  15.4; 260;eor
        183;2022052616;   10;  14.0; 260;eor
        183;2022052617;   10;  13.9; 270;eor
        183;2022052618;   10;  12.3; 260;eor
        183;2022052619;   10;  12.2; 270;eor
        183;2022052620;   10;  12.0; 270;eor
        183;2022052621;   10;  10.4; 260;eor
        183;2022052622;   10;   8.3; 260;eor
        183;2022052623;   10;   9.0; 260;eor
        183;2022052700;   10;   8.5; 260;eor
        183;2022052701;   10;   8.1; 250;eor
        183;2022052702;   10;   7.4; 250;eor
        183;2022052703;   10;   7.1; 250;eor
        183;2022052704;   10;  11.2; 260;eor
        183;2022052705;   10;  14.5; 270;eor
        183;2022052706;   10;  14.0; 280;eor
        183;2022052707;   10;  13.7; 280;eor
        183;2022052708;   10;  11.7; 280;eor
        183;2022052709;   10;  11.4; 280;eor
        183;2022052710;   10;  14.1; 270;eor
        183;2022052711;   10;  13.0; 280;eor
        183;2022052712;   10;  11.5; 280;eor
        183;2022052713;   10;  10.0; 260;eor
        183;2022052714;   10;  10.1; 260;eor
        183;2022052715;   10;  12.1; 270;eor
        183;2022052716;   10;  13.6; 270;eor
        183;2022052717;   10;  13.3; 270;eor
        183;2022052718;   10;  12.8; 270;eor
        183;2022052719;   10;  13.4; 270;eor
        183;2022052720;   10;  11.5; 270;eor
        183;2022052721;   10;  12.4; 270;eor
        183;2022052722;   10;  13.5; 270;eor
        183;2022052723;   10;  13.2; 270;eor
        183;2022052800;   10;  12.5; 270;eor
        183;2022052801;   10;  11.5; 280;eor
        183;2022052802;   10;  11.8; 280;eor
        183;2022052803;   10;  11.4; 290;eor
        183;2022052804;   10;  11.5; 290;eor
        183;2022052805;   10;  12.7; 290;eor
        183;2022052806;   10;  13.9; 280;eor
        183;2022052807;   10;  12.0; 290;eor
        183;2022052808;   10;  10.6; 300;eor
        183;2022052809;   10;  11.4; 290;eor
        183;2022052810;   10;  12.1; 290;eor
        183;2022052811;   10;  12.7; 280;eor
        183;2022052812;   10;  10.9; 290;eor
        183;2022052813;   10;   8.4; 300;eor
        183;2022052814;   10;  10.4; 280;eor
        183;2022052815;   10;  10.0; 270;eor
        183;2022052816;   10;   9.9; 270;eor
        183;2022052817;   10;   9.7; 280;eor
        183;2022052818;   10;   8.4; 270;eor
        183;2022052819;   10;   9.3; 270;eor
        183;2022052820;   10;   8.4; 260;eor
        183;2022052821;   10;   8.5; 270;eor
        183;2022052822;   10;   8.3; 270;eor
        183;2022052823;   10;   7.8; 270;eor
        183;2022052900;   10;   7.6; 260;eor
        183;2022052901;   10;   7.9; 260;eor
        183;2022052902;   10;   7.7; 260;eor
