Speed	Enercon_E44_900	Enercon_E48_800	Enercon_E53_800	Enercon_E70_2300	Enercon_E82_2000	Enercon_E82_2300	Enercon_E82_3000	Enercon_E92_2350	Enercon_E126_7500	GE_2.5xl	Vestas_V90_2000	Vestas_V100_2000	Vestas_V110_2000	XANT_M21_100
5.39	0.061228671	0.104706797	0.122035137	0.071899933	0.109298047	0.095321322	0.074174793	0.095321322	0.070141212	0.115305295	0.129557958	0.167343782	0.203933749	0.142215939
5.4	0.061655308	0.105353747	0.122793909	0.07237134	0.109983416	0.09591867	0.074639637	0.09591867	0.070584601	0.116046297	0.130358526	0.168285817	0.205080578	0.143120257
5.41	0.062084013	0.106003104	0.123555952	0.072844579	0.110671759	0.096518628	0.075106511	0.096518628	0.071029618	0.116789902	0.131163838	0.169224754	0.206226977	0.1440272
5.42	0.062514793	0.106654858	0.124321258	0.073319648	0.111363078	0.097121197	0.075575417	0.097121197	0.071476265	0.117536112	0.131973847	0.170160376	0.207372793	0.144936702
5.43	0.062947651	0.107308996	0.125089821	0.073796543	0.112057374	0.097726379	0.076046355	0.097726379	0.071924545	0.118284931	0.132788512	0.171092467	0.208517873	0.145848695
5.44	0.063382592	0.107965506	0.125861635	0.074275262	0.112754648	0.098334176	0.076519328	0.098334176	0.072374461	0.119036363	0.133607788	0.172020809	0.209662064	0.146763114
5.45	0.063819621	0.108624377	0.126636693	0.074755801	0.1134549	0.09894459	0.076994335	0.09894459	0.072826015	0.11979041	0.134431631	0.172945186	0.210805215	0.147679892
5.46	0.064258743	0.109285597	0.127414989	0.075238157	0.114158131	0.099557622	0.07747138	0.099557622	0.07327921	0.120547076	0.135259998	0.173865381	0.211947171	0.148598964
5.47	0.064699962	0.109949153	0.128196517	0.075722327	0.114864343	0.100173274	0.077950462	0.100173274	0.073734049	0.121306365	0.136092846	0.174781177	0.21308778	0.149520263
5.48	0.065143284	0.110615034	0.12898127	0.076208308	0.115573537	0.100791547	0.078431584	0.100791547	0.074190535	0.12206828	0.136930131	0.175692356	0.21422689	0.150443724
5.49	0.065588711	0.111283228	0.129769241	0.076696096	0.116285714	0.101412443	0.078914746	0.101412443	0.07464867	0.122832824	0.137771808	0.176598703	0.215364347	0.151369279
5.5	0.066036251	0.111953722	0.130560425	0.077185689	0.117000874	0.102035964	0.079399949	0.102035964	0.075108457	0.1236	0.138617835	0.1775	0.2165	0.152296863
5.51	0.066485906	0.112626505	0.131354815	0.077677083	0.117719019	0.102662112	0.079887196	0.102662112	0.075569898	0.124369814	0.139468168	0.178396132	0.21763377	0.153226409
5.52	0.066937682	0.113301566	0.132152405	0.078170274	0.118440149	0.103290888	0.080376486	0.103290888	0.076032997	0.125142278	0.140322762	0.179287388	0.21876588	0.154157852
5.53	0.067391583	0.113978891	0.132953188	0.078665261	0.119164266	0.103922294	0.080867822	0.103922294	0.076497756	0.125917404	0.141181575	0.180174159	0.219896629	0.155091124
5.54	0.067847615	0.114658469	0.133757157	0.07916204	0.119891371	0.104556331	0.081361205	0.104556331	0.076964178	0.126695207	0.142044563	0.181056838	0.221026315	0.156026161
5.55	0.068305781	0.115340289	0.134564307	0.079660607	0.120621465	0.105193002	0.081856637	0.105193002	0.077432265	0.127475699	0.142911682	0.181935814	0.222155236	0.156962896
5.56	0.068766087	0.116024337	0.135374631	0.08016096	0.121354548	0.105832308	0.082354117	0.105832308	0.077902021	0.128258895	0.143782889	0.182811479	0.22328369	0.157901262
5.57	0.069228537	0.116710603	0.136188123	0.080663094	0.122090622	0.10647425	0.082853648	0.10647425	0.078373447	0.129044808	0.144658139	0.183684224	0.224411975	0.158841193
5.58	0.069693136	0.117399074	0.137004776	0.081167008	0.122829688	0.107118831	0.083355231	0.107118831	0.078846547	0.12983345	0.14553739	0.184554441	0.22554039	0.159782624
5.59	0.070159888	0.118089739	0.137824584	0.081672698	0.123571747	0.107766051	0.083858867	0.107766051	0.079321323	0.130624836	0.146420597	0.18542252	0.226669233	0.160725488
5.6	0.070628799	0.118782585	0.13864754	0.082180161	0.124316799	0.108415913	0.084364557	0.108415913	0.079797778	0.13141898	0.147307717	0.186288852	0.227798801	0.161669719
5.61	0.071099873	0.119477601	0.139473638	0.082689393	0.125064846	0.109068418	0.084872303	0.109068418	0.080275915	0.132215894	0.148198706	0.187153829	0.228929394	0.16261525
5.62	0.071573114	0.120174774	0.140302871	0.083200392	0.125815889	0.109723569	0.085382106	0.109723569	0.080755737	0.133015591	0.149093521	0.188017841	0.230061309	0.163562016
5.63	0.072048527	0.120874092	0.141135234	0.083713155	0.126569928	0.110381366	0.085893967	0.110381366	0.081237245	0.133818087	0.149992117	0.18888128	0.231194844	0.16450995
5.64	0.072526118	0.121575545	0.14197072	0.084227677	0.127326966	0.111041811	0.086407888	0.111041811	0.081720444	0.134623393	0.150894453	0.189744537	0.232330298	0.165458987
5.65	0.07300589	0.122279119	0.142809323	0.084743956	0.128087002	0.111704906	0.086923869	0.111704906	0.082205334	0.135431523	0.151800482	0.190608003	0.233467969	0.166409059
5.66	0.073487849	0.122984803	0.143651035	0.08526199	0.128850038	0.112370653	0.087441913	0.112370653	0.082691921	0.136242492	0.152710163	0.19147207	0.234608155	0.167360101
5.67	0.073971998	0.123692584	0.144495851	0.085781773	0.129616075	0.113039053	0.087962019	0.113039053	0.083180205	0.137056311	0.153623451	0.192337127	0.235751155	0.168312047
5.68	0.074458344	0.124402452	0.145343764	0.086303305	0.130385114	0.113710109	0.088484191	0.113710109	0.08367019	0.137872996	0.154540303	0.193203567	0.236897265	0.16926483
5.69	0.074946889	0.125114394	0.146194768	0.086826581	0.131157155	0.114383821	0.089008428	0.114383821	0.084161878	0.138692558	0.155460675	0.194071781	0.238046786	0.170218384
5.7	0.07543764	0.125828397	0.147048857	0.087351598	0.131932201	0.115060191	0.089534733	0.115060191	0.084655272	0.139515013	0.156384523	0.194942159	0.239200014	0.171172643
5.71	0.075930601	0.126544451	0.147906023	0.087878353	0.132710251	0.115739221	0.090063105	0.115739221	0.085150375	0.140340372	0.157311804	0.195815092	0.240357248	0.172127541
5.72	0.076425776	0.127262543	0.148766262	0.088406843	0.133491307	0.116420913	0.090593548	0.116420913	0.08564719	0.14116865	0.158242474	0.196690973	0.241518786	0.173083012
5.73	0.07692317	0.127982661	0.149629565	0.088937065	0.13427537	0.117105269	0.091126061	0.117105269	0.086145718	0.14199986	0.159176489	0.197570192	0.242684927	0.17403899
5.74	0.077422789	0.128704794	0.150495928	0.089469015	0.135062441	0.117792289	0.091660647	0.117792289	0.086645964	0.142834015	0.160113807	0.198453139	0.243855968	0.174995407
5.75	0.077924635	0.129428929	0.151365343	0.090002691	0.135852521	0.118481977	0.092197306	0.118481977	0.087147929	0.143671129	0.161054382	0.199340207	0.245032208	0.175952199
5.76	0.078428715	0.130155054	0.152237804	0.090538088	0.136645611	0.119174332	0.09273604	0.119174332	0.087651617	0.144511216	0.161998172	0.200231787	0.246213945	0.176909299
5.77	0.078935033	0.130883158	0.153113305	0.091075206	0.137441711	0.119869358	0.09327685	0.119869358	0.08815703	0.145354288	0.162945133	0.201128268	0.247401477	0.17786664
5.78	0.079443594	0.131613228	0.153991839	0.091614039	0.138240824	0.120567056	0.093819737	0.120567056	0.08866417	0.14620036	0.163895221	0.202030044	0.248595103	0.178824157
5.79	0.079954401	0.132345253	0.1548734	0.092154584	0.139042949	0.121267427	0.094364703	0.121267427	0.089173041	0.147049445	0.164848393	0.202937504	0.24979512	0.179781784
5.8	0.080467461	0.133079221	0.155757982	0.09269684	0.139848089	0.121970473	0.094911748	0.121970473	0.089683645	0.147901556	0.165804605	0.203851039	0.251001826	0.180739453
5.81	0.080982778	0.133815119	0.156645577	0.093240802	0.140656243	0.122676195	0.095460875	0.122676195	0.090195985	0.148756706	0.166763812	0.204771042	0.252215521	0.1816971
5.82	0.081500355	0.134552936	0.157536181	0.093786467	0.141467414	0.123384597	0.096012084	0.123384597	0.090710063	0.14961491	0.167725973	0.205697903	0.253436501	0.182654658
5.83	0.082020199	0.13529266	0.158429786	0.094333832	0.142281601	0.124095678	0.096565377	0.124095678	0.091225882	0.15047618	0.168691042	0.206632013	0.254665066	0.18361206
5.84	0.082542314	0.136034279	0.159326385	0.094882894	0.143098807	0.124809441	0.097120755	0.124809441	0.091743446	0.15134053	0.169658977	0.207573763	0.255901513	0.18456924
5.85	0.083066704	0.136777781	0.160225974	0.095433651	0.143919031	0.125525888	0.097678219	0.125525888	0.092262756	0.152207974	0.170629734	0.208523545	0.257146141	0.185526133
5.86	0.083593374	0.137523154	0.161128544	0.095986097	0.144742276	0.12624502	0.098237771	0.12624502	0.092783816	0.153078524	0.171603268	0.209481749	0.258399247	0.186482673
5.87	0.084122329	0.138270386	0.16203409	0.096540232	0.145568541	0.126966839	0.098799411	0.126966839	0.093306628	0.153952195	0.172579537	0.210448767	0.259661131	0.187438792
5.88	0.084653573	0.139019465	0.162942606	0.09709605	0.146397829	0.127691346	0.099363141	0.127691346	0.093831194	0.154829	0.173558497	0.211424989	0.26093209	0.188394424
5.89	0.085187112	0.139770379	0.163854084	0.09765355	0.147230139	0.128418543	0.099928963	0.128418543	0.094357518	0.155708953	0.174540103	0.212410808	0.262212422	0.189349505
5.9	0.085722949	0.140523117	0.164768519	0.098212728	0.148065474	0.129148432	0.100496877	0.129148432	0.094885603	0.156592066	0.175524313	0.213406613	0.263502426	0.190303966
5.91	0.08626109	0.141277666	0.165685904	0.098773581	0.148903834	0.129881015	0.101066885	0.129881015	0.09541545	0.157478353	0.176511083	0.214412797	0.264802399	0.191257743
5.92	0.086801539	0.142034014	0.166606233	0.099336105	0.14974522	0.130616293	0.101638988	0.130616293	0.095947063	0.158367828	0.177500369	0.21542975	0.266112641	0.192210769
5.93	0.087344301	0.14279215	0.1675295	0.099900298	0.150589632	0.131354268	0.102213188	0.131354268	0.096480444	0.159260504	0.178492128	0.216457863	0.267433448	0.193162978
5.94	0.087889381	0.143552062	0.168455697	0.100466157	0.151437073	0.132094941	0.102789485	0.132094941	0.097015596	0.160156395	0.179486315	0.217497528	0.26876512	0.194114304
5.95	0.088436783	0.144313737	0.169384819	0.101033678	0.152287543	0.132838315	0.103367881	0.132838315	0.097552522	0.161055514	0.180482887	0.218549135	0.270107954	0.19506468
5.96	0.088986512	0.145077164	0.170316859	0.101602857	0.153141044	0.13358439	0.103948378	0.13358439	0.098091224	0.161957874	0.181481801	0.219613076	0.271462249	0.19601404
5.97	0.089538572	0.14584233	0.171251811	0.102173693	0.153997575	0.134333169	0.104530975	0.134333169	0.098631706	0.162863489	0.182483013	0.220689742	0.272828303	0.196962318
5.98	0.090092969	0.146609224	0.172189669	0.102746181	0.154857138	0.135084654	0.105115676	0.135084654	0.099173969	0.163772373	0.18348648	0.221779524	0.274206414	0.197909448
5.99	0.090649707	0.147377834	0.173130425	0.103320319	0.155719735	0.135838845	0.105702481	0.135838845	0.099718017	0.164684539	0.184492156	0.222882813	0.27559688	0.198855364
6	0.091208791	0.148148148	0.174074074	0.103896104	0.156585366	0.136595745	0.106291391	0.136595745	0.100263852	0.1656	0.1855	0.224	0.277	0.1998
6.01	0.091770227	0.148920158	0.175020609	0.104473536	0.157454033	0.137355355	0.106882407	0.137355355	0.100811478	0.166518768	0.186509978	0.225131367	0.278415988	0.200743314
6.02	0.092334029	0.149693873	0.175970021	0.105052631	0.158325741	0.138117678	0.107475533	0.138117678	0.1013609	0.167440845	0.1875221	0.226276755	0.279844728	0.201685365
6.03	0.092900211	0.150469304	0.1769223	0.10563341	0.159200497	0.138882716	0.108070769	0.138882716	0.101912124	0.168366231	0.188536387	0.227435898	0.28128602	0.202626236
6.04	0.09346879	0.151246465	0.177877438	0.106215894	0.160078306	0.139650472	0.108668117	0.139650472	0.102465156	0.169294928	0.18955286	0.228608527	0.282739663	0.203566012
6.05	0.094039781	0.152025367	0.178835426	0.106800102	0.160959176	0.140420948	0.10926758	0.140420948	0.103020003	0.170226935	0.190571541	0.229794374	0.284205457	0.204504776
6.06	0.094613199	0.152806024	0.179796254	0.107386055	0.161843112	0.141194146	0.10986916	0.141194146	0.103576671	0.171162252	0.191592449	0.230993174	0.285683204	0.205442611
6.07	0.095189059	0.153588448	0.180759913	0.107973773	0.16273012	0.14197007	0.110472859	0.14197007	0.104135165	0.172100881	0.192615607	0.232204657	0.287172701	0.206379601
6.08	0.095767376	0.154372651	0.181726394	0.108563276	0.163620207	0.142748721	0.111078679	0.142748721	0.104695492	0.173042822	0.193641034	0.233428556	0.288673751	0.207315829
6.09	0.096348167	0.155158645	0.182695687	0.109154586	0.164513379	0.143530102	0.111686621	0.143530102	0.105257659	0.173988074	0.194668753	0.234664603	0.290186152	0.20825138
6.1	0.096931445	0.155946444	0.183667784	0.109747722	0.165409642	0.144314215	0.112296688	0.144314215	0.10582167	0.174936639	0.195698783	0.235912532	0.291709704	0.209186337
6.11	0.097517227	0.15673606	0.184642675	0.110342704	0.166309003	0.145101064	0.112908882	0.145101064	0.106387532	0.175888517	0.196731146	0.237172074	0.293244208	0.210120784
6.12	0.098105528	0.157527504	0.185620351	0.110939553	0.167211467	0.145890649	0.113523205	0.145890649	0.106955252	0.176843708	0.197765863	0.238442961	0.294789464	0.211054804
6.13	0.098696364	0.15832079	0.186600803	0.111538289	0.16811704	0.146682975	0.114139659	0.146682975	0.107524836	0.177802213	0.198802955	0.239724927	0.296345271	0.21198848
6.14	0.099289748	0.159115931	0.187584022	0.112138933	0.16902573	0.147478043	0.114758246	0.147478043	0.108096289	0.178764031	0.199842442	0.241017703	0.29791143	0.212921897
6.15	0.099885697	0.159912938	0.188569998	0.112741504	0.169937542	0.148275855	0.115378968	0.148275855	0.108669617	0.179729164	0.200884346	0.242321023	0.29948774	0.213855137
6.16	0.100484227	0.160711823	0.189558722	0.113346024	0.170852483	0.149076415	0.116001827	0.149076415	0.109244828	0.180697612	0.201928688	0.243634617	0.301074002	0.214788286
6.17	0.101085352	0.161512601	0.190550186	0.113952512	0.171770558	0.149879724	0.116626825	0.149879724	0.109821926	0.181669375	0.202975488	0.24495822	0.302670015	0.215721425
6.18	0.101689087	0.162315282	0.191544379	0.114560989	0.172691773	0.150685786	0.117253964	0.150685786	0.110400919	0.182644454	0.204024768	0.246291562	0.30427558	0.21665464
6.19	0.102295449	0.16311988	0.192541293	0.115171474	0.173616136	0.151494602	0.117883246	0.151494602	0.110981812	0.183622848	0.205076548	0.247634377	0.305890496	0.217588012
6.2	0.102904452	0.163926406	0.193540918	0.11578399	0.174543653	0.152306175	0.118514673	0.152306175	0.111564611	0.184604559	0.206130849	0.248986397	0.307514564	0.218521627
6.21	0.103516111	0.164734874	0.194543246	0.116398555	0.175474328	0.153120508	0.119148248	0.153120508	0.112149323	0.185589587	0.207187693	0.250347354	0.309147583	0.219455568
6.22	0.104130442	0.165545296	0.195548266	0.11701519	0.17640817	0.153937603	0.119783972	0.153937603	0.112735953	0.186577932	0.2082471	0.251716981	0.310789354	0.220389918
6.23	0.104747461	0.166357684	0.196555971	0.117633915	0.177345183	0.154757462	0.120421847	0.154757462	0.113324508	0.187569595	0.209309092	0.25309501	0.312439676	0.22132476
6.24	0.105367182	0.167172051	0.19756635	0.118254751	0.178285375	0.155580088	0.121061875	0.155580088	0.113914994	0.188564576	0.210373689	0.254481174	0.314098349	0.22226018
6.25	0.105989621	0.167988409	0.198579395	0.118877718	0.179228751	0.156405484	0.121704058	0.156405484	0.114507417	0.189562875	0.211440911	0.255875204	0.315765174	0.223196259
6.26	0.106614793	0.168806771	0.199595096	0.119502837	0.180175317	0.157233651	0.122348399	0.157233651	0.115101783	0.190564493	0.212510781	0.257276834	0.317439951	0.224133082
6.27	0.107242714	0.169627149	0.200613444	0.120130127	0.181125081	0.158064592	0.122994899	0.158064592	0.115698099	0.19156943	0.21358332	0.258685796	0.319122479	0.225070733
6.28	0.107873399	0.170449556	0.20163443	0.120759609	0.182078047	0.158898311	0.123643561	0.158898311	0.11629637	0.192577686	0.214658547	0.260101822	0.320812558	0.226009294
6.29	0.108506862	0.171274004	0.202658044	0.121391303	0.183034223	0.159734808	0.124294386	0.159734808	0.116896602	0.193589263	0.215736484	0.261524644	0.322509989	0.22694885
6.3	0.109143121	0.172100505	0.203684278	0.12202523	0.183993614	0.160574088	0.124947376	0.160574088	0.117498802	0.19460416	0.216817152	0.262953996	0.324214571	0.227889484
6.31	0.109782188	0.172929072	0.204713122	0.12266141	0.184956226	0.161416151	0.125602534	0.161416151	0.118102975	0.195622378	0.217900572	0.264389608	0.325926105	0.22883128
6.32	0.110424081	0.173759718	0.205744568	0.123299863	0.185922067	0.162261001	0.126259862	0.162261001	0.118709129	0.196643917	0.218986765	0.265831215	0.32764439	0.229774322
6.33	0.111068814	0.174592455	0.206778605	0.12394061	0.186891142	0.16310864	0.126919361	0.16310864	0.119317268	0.197668777	0.220075751	0.267278547	0.329369226	0.230718692
6.34	0.111716403	0.175427296	0.207815225	0.12458367	0.187863457	0.163959071	0.127581034	0.163959071	0.1199274	0.19869696	0.221167553	0.268731339	0.331100414	0.231664476
6.35	0.112366863	0.176264252	0.208854418	0.125229065	0.188839019	0.164812295	0.128244882	0.164812295	0.120539529	0.199728465	0.22226219	0.270189321	0.332837753	0.232611755
6.36	0.113020209	0.177103337	0.209896176	0.125876815	0.189817833	0.165668316	0.128910908	0.165668316	0.121153664	0.200763293	0.223359684	0.271652226	0.334581043	0.233560614
6.37	0.113676457	0.177944563	0.210940489	0.126526939	0.190799906	0.166527136	0.129579113	0.166527136	0.121769808	0.201801444	0.224460055	0.273119787	0.336330085	0.234511137
6.38	0.114335622	0.178787942	0.211987348	0.127179459	0.191785245	0.167388757	0.1302495	0.167388757	0.12238797	0.202842919	0.225563325	0.274591737	0.338084678	0.235463407
6.39	0.114997719	0.179633486	0.213036743	0.127834394	0.192773855	0.168253183	0.130922071	0.168253183	0.123008154	0.203887717	0.226669515	0.276067807	0.339844623	0.236417508
6.4	0.115662763	0.18048121	0.214088666	0.128491764	0.193765743	0.169120414	0.131596828	0.169120414	0.123630367	0.20493584	0.227778645	0.27754773	0.341609719	0.237373523
6.41	0.11633077	0.181331123	0.215143107	0.129151591	0.194760914	0.169990454	0.132273772	0.169990454	0.124254615	0.205987288	0.228890736	0.279031238	0.343379766	0.238331536
6.42	0.117001756	0.182183241	0.216200057	0.129813895	0.195759376	0.170863306	0.132952906	0.170863306	0.124880904	0.207042061	0.23000581	0.280518064	0.345154565	0.239291631
6.43	0.117675735	0.183037573	0.217259508	0.130478695	0.196761133	0.171738971	0.133634233	0.171738971	0.12550924	0.20810016	0.231123887	0.28200794	0.346933915	0.240253891
6.44	0.118352722	0.183894134	0.218321448	0.131146013	0.197766194	0.172617452	0.134317753	0.172617452	0.12613963	0.209161584	0.232244989	0.283500599	0.348717616	0.241218399
6.45	0.119032734	0.184752936	0.219385871	0.131815867	0.198774563	0.173498752	0.135003468	0.173498752	0.126772079	0.210226335	0.233369136	0.284995773	0.350505468	0.24218524
6.46	0.119715785	0.185613991	0.220452766	0.13248828	0.199786247	0.174382873	0.135691382	0.174382873	0.127406594	0.211294413	0.234496349	0.286493194	0.352297272	0.243154497
6.47	0.120401891	0.186477311	0.221522123	0.133163271	0.200801252	0.175269818	0.136381496	0.175269818	0.12804318	0.212365818	0.235626649	0.287992595	0.354092827	0.244126254
6.48	0.121091067	0.187342909	0.222593935	0.13384086	0.201819584	0.176159589	0.137073812	0.176159589	0.128681845	0.213440551	0.236760057	0.289493708	0.355891933	0.245100594
6.49	0.121783328	0.188210798	0.223668191	0.134521068	0.202841251	0.177052188	0.137768332	0.177052188	0.129322593	0.214518611	0.237896594	0.290996265	0.357694391	0.246077601
6.5	0.12247869	0.18908099	0.224744883	0.135203915	0.203866256	0.177947618	0.138465057	0.177947618	0.129965432	0.2156	0.239036282	0.2925	0.3595	0.247057359
6.51	0.123177168	0.189953497	0.225824002	0.135889421	0.204894608	0.178845881	0.139163991	0.178845881	0.130610367	0.216684718	0.24017914	0.294004702	0.361308601	0.24803995
6.52	0.123878777	0.190828332	0.226905537	0.136577607	0.205926313	0.17974698	0.139865135	0.17974698	0.131257404	0.21777277	0.24132519	0.295510392	0.363120199	0.249025459
6.53	0.124583532	0.191705508	0.22798948	0.137268493	0.206961375	0.180650918	0.140568492	0.180650918	0.13190655	0.218864158	0.242474453	0.297017151	0.364934841	0.25001397
6.54	0.12529145	0.192585036	0.229075822	0.1379621	0.207999802	0.181557696	0.141274062	0.181557696	0.13255781	0.219958888	0.24362695	0.298525056	0.36675257	0.251005566
6.55	0.126002544	0.19346693	0.230164554	0.138658447	0.209041601	0.182467318	0.141981849	0.182467318	0.133211191	0.221056963	0.244782702	0.300034188	0.368573435	0.25200033
6.56	0.126716831	0.194351202	0.231255666	0.139357555	0.210086776	0.183379785	0.142691853	0.183379785	0.133866699	0.222158387	0.245941729	0.301544626	0.37039748	0.252998346
6.57	0.127434326	0.195237864	0.232349149	0.140059444	0.211135334	0.184295101	0.143404079	0.184295101	0.13452434	0.223263165	0.247104054	0.303056449	0.372224751	0.253999698
6.58	0.128155045	0.196126928	0.233444994	0.140764135	0.212187282	0.185213267	0.144118526	0.185213267	0.13518412	0.224371301	0.248269695	0.304569736	0.374055295	0.25500447
6.59	0.128879001	0.197018408	0.234543191	0.141471648	0.213242626	0.186134286	0.144835198	0.186134286	0.135846046	0.225482799	0.249438676	0.306084567	0.375889156	0.256012744
6.6	0.129606211	0.197912316	0.235643732	0.142182003	0.214301372	0.187058161	0.145554096	0.187058161	0.136510123	0.226597663	0.250611016	0.30760102	0.377726382	0.257024605
6.61	0.130336691	0.198808663	0.236746608	0.142895221	0.215363526	0.187984894	0.146275222	0.187984894	0.137176357	0.227715897	0.251786736	0.309119176	0.379567017	0.258040137
6.62	0.131070454	0.199707464	0.237851809	0.143611322	0.216429095	0.188914487	0.146998579	0.188914487	0.137844755	0.228837506	0.252965858	0.310639113	0.381411107	0.259059422
6.63	0.131807518	0.200608729	0.238959325	0.144330326	0.217498084	0.189846943	0.147724169	0.189846943	0.138515323	0.229962493	0.254148403	0.312160911	0.383258699	0.260082545
6.64	0.132547896	0.201512472	0.240069149	0.145052253	0.2185705	0.190782265	0.148451992	0.190782265	0.139188066	0.231090863	0.25533439	0.313684649	0.385109838	0.261109589
6.65	0.133291605	0.202418705	0.241181269	0.145777125	0.219646349	0.191720454	0.149182053	0.191720454	0.139862992	0.232222619	0.256523843	0.315210406	0.38696457	0.262140638
6.66	0.134038659	0.20332744	0.242295679	0.14650496	0.220725637	0.192661514	0.149914352	0.192661514	0.140540106	0.233357767	0.25771678	0.316738261	0.388822941	0.263175775
6.67	0.134789074	0.204238691	0.243412367	0.14723578	0.221808371	0.193605447	0.150648891	0.193605447	0.141219414	0.23449631	0.258913223	0.318268295	0.390684997	0.264215084
6.68	0.135542866	0.205152469	0.244531325	0.147969605	0.222894556	0.194552255	0.151385673	0.194552255	0.141900922	0.235638251	0.260113194	0.319800585	0.392550783	0.265258648
6.69	0.136300049	0.206068787	0.245652544	0.148706456	0.223984199	0.19550194	0.1521247	0.19550194	0.142584637	0.236783597	0.261316713	0.321335212	0.394420346	0.266306552
6.7	0.137060639	0.206987657	0.246776015	0.149446351	0.225077307	0.196454506	0.152865973	0.196454506	0.143270565	0.23793235	0.262523801	0.322872254	0.396293731	0.267358878
6.71	0.137824651	0.207909092	0.247901728	0.150189313	0.226173885	0.197409955	0.153609495	0.197409955	0.143958711	0.239084514	0.263734479	0.324411791	0.398170984	0.268415711
6.72	0.1385921	0.208833104	0.249029674	0.15093536	0.227273939	0.198368288	0.154355268	0.198368288	0.144649082	0.240240095	0.264948768	0.325953903	0.400052151	0.269477134
6.73	0.139363002	0.209759706	0.250159844	0.151684514	0.228377476	0.199329509	0.155103293	0.199329509	0.145341684	0.241399095	0.266166689	0.327498668	0.401937278	0.27054323
6.74	0.140137373	0.210688911	0.251292229	0.152436795	0.229484503	0.20029362	0.155853574	0.20029362	0.146036524	0.242561519	0.267388263	0.329046165	0.40382641	0.271614084
6.75	0.140915227	0.21162073	0.252426819	0.153192223	0.230595024	0.201260624	0.156606111	0.201260624	0.146733606	0.243727372	0.268613511	0.330596475	0.405719594	0.272689779
6.76	0.141696579	0.212555176	0.253563606	0.153950819	0.231709047	0.202230523	0.157360907	0.202230523	0.147432938	0.244896657	0.269842454	0.332149676	0.407616875	0.273770398
6.77	0.142481446	0.213492262	0.25470258	0.154712602	0.232826578	0.203203319	0.158117963	0.203203319	0.148134526	0.246069379	0.271075112	0.333705847	0.409518299	0.274856025
6.78	0.143269841	0.214432	0.255843732	0.155477593	0.233947622	0.204179014	0.158877283	0.204179014	0.148838375	0.247245541	0.272311507	0.335265069	0.411423913	0.275946744
6.79	0.144061782	0.215374403	0.256987052	0.156245813	0.235072187	0.205157613	0.159638868	0.205157613	0.149544492	0.248425149	0.27355166	0.336827419	0.413333761	0.277042638
6.8	0.144857282	0.216319483	0.258132533	0.157017281	0.236200278	0.206139116	0.160402719	0.206139116	0.150252883	0.249608205	0.274795591	0.338392978	0.415247889	0.278143792
6.81	0.145656358	0.217267252	0.259280163	0.157792018	0.237331901	0.207123526	0.16116884	0.207123526	0.150963554	0.250794714	0.276043322	0.339961824	0.417166345	0.279250287
6.82	0.146459024	0.218217724	0.260429935	0.158570045	0.238467063	0.208110846	0.161937232	0.208110846	0.151676511	0.251984681	0.277294874	0.341534038	0.419089172	0.280362209
6.83	0.147265297	0.21917091	0.261581839	0.159351381	0.23960577	0.209101078	0.162707896	0.209101078	0.15239176	0.253178109	0.278550267	0.343109697	0.421016418	0.281479641
6.84	0.14807519	0.220126822	0.262735865	0.160136048	0.240748029	0.210094225	0.163480836	0.210094225	0.153109308	0.254375003	0.279809522	0.344688882	0.422948128	0.282602666
6.85	0.14888872	0.221085475	0.263892005	0.160924065	0.241893844	0.211090289	0.164256053	0.211090289	0.15382916	0.255575366	0.281072661	0.346271672	0.424884348	0.283731368
6.86	0.149705902	0.222046879	0.26505025	0.161715452	0.243043224	0.212089273	0.165033549	0.212089273	0.154551323	0.256779203	0.282339704	0.347858146	0.426825123	0.284865831
6.87	0.150526751	0.223011047	0.26621059	0.16251023	0.244196173	0.213091179	0.165813326	0.213091179	0.155275803	0.257986518	0.283610673	0.349448383	0.4287705	0.286006138
6.88	0.151351282	0.223977993	0.267373015	0.16330842	0.245352698	0.214096009	0.166595387	0.214096009	0.156002605	0.259197316	0.284885587	0.351042463	0.430720524	0.287152373
6.89	0.152179511	0.224947727	0.268537518	0.164110041	0.246512805	0.215103766	0.167379732	0.215103766	0.156731737	0.260411599	0.286164469	0.352640465	0.432675242	0.288304619
6.9	0.153011453	0.225920264	0.269704088	0.164915114	0.247676501	0.216114452	0.168166365	0.216114452	0.157463204	0.261629373	0.28744734	0.354242468	0.434634699	0.289462961
6.91	0.153847124	0.226895614	0.270872716	0.16572366	0.248843792	0.217128071	0.168955287	0.217128071	0.158197012	0.262850642	0.288734219	0.355848551	0.43659894	0.290627481
6.92	0.154686538	0.227873792	0.272043394	0.166535698	0.250014684	0.218144624	0.169746501	0.218144624	0.158933167	0.264075409	0.290025128	0.357458794	0.438568013	0.291798263
6.93	0.155529711	0.228854808	0.273216111	0.167351249	0.251189182	0.219164113	0.170540008	0.219164113	0.159671676	0.26530368	0.291320089	0.359073276	0.440541962	0.292975392
6.94	0.156376659	0.229838677	0.27439086	0.168170333	0.252367294	0.220186542	0.17133581	0.220186542	0.160412544	0.266535457	0.292619121	0.360692076	0.442520833	0.29415895
6.95	0.157227396	0.230825409	0.27556763	0.16899297	0.253549026	0.221211913	0.17213391	0.221211913	0.161155779	0.267770745	0.293922246	0.362315274	0.444504673	0.295349021
